Supplementary_Table2: Summary of random mutation data (ART-Random),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
id,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
1193,sample_1193,435,0.043569712,434,0.043469551,421,0.042167468,423,0.042367788,421,0.042167468,9984,0.145529,0,0.338700135,0.220280678,0.066749401
1194,sample_1194,933,0.042163774,903,0.040808026,927,0.041892625,928,0.041937816,921,0.041621475,22128,0.322718,0,0.197343093,-0.053229264,0.038371165
1195,sample_1195,528,0.041198502,533,0.041588639,536,0.041822722,546,0.042602996,519,0.040496255,12816,0.187066,0,0.100291763,0.02698995,0.031153495
1196,sample_1196,545,0.042524969,539,0.042056804,550,0.042915106,530,0.041354557,521,0.04065231,12816,0.187066,0,0.233658636,0.075100606,0.143944875
1197,sample_1197,1065,0.042181559,1061,0.042023131,1055,0.041785488,1051,0.04162706,1067,0.042260773,25248,0.367955,0,0.199131202,0.071640175,0.02730903
1198,sample_1198,618,0.040487421,638,0.041797694,629,0.041208071,653,0.042780398,617,0.040421908,15264,0.222899,0,0.028797646,0.048473324,-0.032310658
1199,sample_1199,651,0.042649371,630,0.041273585,623,0.04081499,620,0.040618449,655,0.042911426,15264,0.222899,0,0.246166406,-0.005386404,-0.072897314
1200,sample_1200,327,0.043117089,327,0.043117089,296,0.039029536,307,0.040479958,328,0.043248945,7584,0.110639,0,0.293192098,0.184060077,-0.257249782
1201,sample_1201,323,0.042589662,312,0.041139241,316,0.041666667,306,0.040348101,335,0.044171941,7584,0.110639,0,0.240163126,-0.01919222,0.015040441
1202,sample_1202,1358,0.041181465,1383,0.041939592,1388,0.042091218,1360,0.041242115,1354,0.041060165,32976,0.48062,0,0.098578857,0.063055434,0.058876392
1203,sample_1203,797,0.042249788,801,0.042461832,779,0.041295589,776,0.041136556,779,0.041295589,18864,0.275048,0,0.205991148,0.116723056,-0.023274189
1204,sample_1204,796,0.042196777,780,0.041348601,785,0.041613656,770,0.04081849,801,0.042461832,18864,0.275048,0,0.200661264,0.002322527,0.009566922
1205,sample_1205,1345,0.04138971,1350,0.041543575,1366,0.042035943,1357,0.041758986,1352,0.041605121,32496,0.474138,0,0.119516338,0.022358914,0.053169116
1206,sample_1206,1390,0.041428231,1399,0.041696471,1402,0.041785885,1410,0.04202432,1415,0.042173343,33552,0.489318,0,0.123389383,0.038071231,0.027349984
1207,sample_1207,888,0.040838852,916,0.042126564,919,0.042264533,896,0.04120677,886,0.040746873,21744,0.316827,0,0.06413152,0.082269412,0.076771579
1208,sample_1208,1344,0.042105263,1344,0.042105263,1338,0.041917293,1318,0.041290727,1349,0.042261905,31920,0.465329,0,0.191460201,0.080080481,0.040918248
1209,sample_1209,460,0.043560606,421,0.039867424,441,0.041761364,452,0.04280303,443,0.041950758,10560,0.15397,0,0.337784643,-0.149889606,0.024818135
1210,sample_1210,1212,0.042013311,1194,0.041389351,1202,0.041666667,1219,0.042255962,1201,0.041632002,28848,0.420481,0,0.182215076,0.006510233,0.015040441
1211,sample_1211,1173,0.042279412,1136,0.04094579,1140,0.041089965,1138,0.041017878,1159,0.041774798,27744,0.404484,0,0.208969612,-0.03907203,-0.04450538
1212,sample_1212,950,0.041666667,966,0.042368421,933,0.040921053,964,0.042280702,950,0.041666667,22800,0.332693,0,0.147362424,0.107123734,-0.061946037
1213,sample_1213,962,0.042192982,957,0.041973684,942,0.041315789,967,0.042412281,969,0.0425,22800,0.332693,0,0.200279756,0.066558854,-0.02118849
1214,sample_1214,631,0.042405914,600,0.040322581,634,0.042607527,620,0.041666667,620,0.041666667,14880,0.217293,0,0.221688516,-0.103115749,0.112186565
1218,sample_1218,702,0.041785714,684,0.040714286,685,0.04077381,706,0.04202381,705,0.041964286,16800,0.244912,0,0.15933182,-0.062862428,-0.077149249
1219,sample_1219,718,0.042738095,699,0.041607143,697,0.041488095,712,0.042380952,716,0.042619048,16800,0.244912,0,0.255086994,0.028891466,-0.003397497
1220,sample_1220,1380,0.041130186,1403,0.041815689,1382,0.041189795,1395,0.041577253,1404,0.041845494,33552,0.489599,0,0.093423083,0.050322586,-0.034197734
1221,sample_1221,1189,0.042343305,1161,0.041346154,1184,0.042165242,1170,0.041666667,1176,0.041880342,28080,0.409399,0,0.21539361,0.002071097,0.066519583
1223,sample_1223,776,0.042656113,747,0.041062005,761,0.041831574,772,0.042436236,776,0.042656113,18192,0.265273,0,0.246844216,-0.027129249,0.03206756
1224,sample_1224,816,0.041769042,797,0.040796478,811,0.041513104,819,0.041922604,805,0.041205979,19536,0.284669,0,0.157655517,-0.05441596,-0.00081528
1225,sample_1225,618,0.041134185,633,0.042132588,606,0.040335463,627,0.041733227,611,0.040668264,15024,0.218957,0,0.093825186,0.082888486,-0.122409576
1226,sample_1226,623,0.041466986,636,0.042332268,630,0.041932907,613,0.040801384,614,0.040867945,15024,0.218957,0,0.12728596,0.103408526,0.042530444
1227,sample_1227,1017,0.041955446,1024,0.042244224,1028,0.042409241,990,0.040841584,1011,0.041707921,24240,0.353445,0,0.176397099,0.094360746,0.091713054
1228,sample_1228,505,0.040937095,496,0.040207523,517,0.041909857,532,0.043125811,501,0.04061284,12336,0.17997,0,0.074009117,-0.114939606,0.040150473
1229,sample_1229,502,0.040693904,497,0.040288586,525,0.042558366,517,0.041909857,504,0.040856031,12336,0.17997,0,0.049558015,-0.106609161,0.107110558
1230,sample_1230,804,0.041053922,798,0.040747549,833,0.042534722,835,0.042636846,832,0.04248366,19584,0.285285,0,0.085755235,-0.059444146,0.104669305
1231,sample_1231,544,0.041820418,540,0.041512915,525,0.040359779,523,0.040206027,549,0.042204797,13008,0.189858,0,0.162821054,0.019208214,-0.119898957
1232,sample_1232,525,0.040359779,524,0.040282903,554,0.042589176,528,0.040590406,534,0.041051661,13008,0.189858,0,0.015964066,-0.107193215,0.11029178
1233,sample_1233,933,0.040835084,939,0.041097689,955,0.041797969,955,0.041797969,940,0.041141457,22848,0.333479,0,0.063752668,-0.023462226,0.028597748
1234,sample_1234,801,0.041305693,792,0.040841584,810,0.041769802,815,0.04202764,802,0.041357261,19392,0.282888,0,0.11106908,-0.049780685,0.025689415
1235,sample_1235,794,0.040944719,809,0.041718234,794,0.040944719,795,0.040996287,800,0.041254125,19392,0.282888,0,0.074775736,0.04030771,-0.059502378
1236,sample_1236,433,0.040634384,429,0.040259009,449,0.042135886,463,0.0434497,441,0.041385135,10656,0.155641,0,0.043573737,-0.109648648,0.063488476
1237,sample_1237,1293,0.041442308,1302,0.041730769,1289,0.041314103,1303,0.041762821,1311,0.042019231,31200,0.455279,0,0.124804715,0.041595851,-0.021362668
1238,sample_1238,1360,0.041302235,1374,0.041727405,1370,0.041605928,1359,0.041271866,1377,0.041818513,32928,0.480315,0,0.110721414,0.041250154,0.008769033
1239,sample_1239,391,0.040729167,388,0.040416667,401,0.041770833,405,0.0421875,386,0.040208333,9600,0.140207,0,0.053103425,-0.093447059,0.025795904
1240,sample_1240,389,0.040520833,393,0.0409375,417,0.0434375,403,0.041979167,403,0.041979167,9600,0.140207,0,0.032156981,-0.039923954,0.197883325
1241,sample_1241,413,0.041566023,402,0.040458937,406,0.040861514,432,0.043478261,401,0.040358293,9936,0.144583,0,0.137243369,-0.089103155,-0.068093579
1242,sample_1242,407,0.040962158,421,0.042371176,424,0.042673108,403,0.040559581,415,0.041767311,9936,0.144583,0,0.076529038,0.107406795,0.118957965
1243,sample_1243,1443,0.042222612,1406,0.041139981,1432,0.041900749,1408,0.041198502,1421,0.041578886,34176,0.498612,0,0.203258834,-0.019116096,0.039210022
1244,sample_1244,1333,0.042013364,1318,0.041540595,1308,0.041225416,1338,0.042170953,1321,0.041635149,31728,0.462627,0,0.182220349,0.022052724,-0.030519769
1245,sample_1245,711,0.041725352,690,0.040492958,716,0.042018779,703,0.041255869,723,0.042429577,17040,0.248385,0,0.153262831,-0.085607055,0.051396938
1246,sample_1246,701,0.041138498,707,0.04149061,715,0.041960094,721,0.042312207,719,0.042194836,17040,0.248385,0,0.094258763,0.016916075,0.045337522
1247,sample_1247,1365,0.041819853,1372,0.042034314,1367,0.041881127,1352,0.041421569,1369,0.041942402,32640,0.476033,0,0.162764221,0.072789408,0.037184042
1248,sample_1248,1298,0.041096758,1308,0.041413374,1304,0.041286727,1329,0.042078267,1300,0.041160081,31584,0.460428,0,0.090062121,0.008978919,-0.024189215
1249,sample_1249,1092,0.041514599,1104,0.041970803,1111,0.042236922,1097,0.041704684,1103,0.041932786,26304,0.383878,0,0.132073048,0.06626276,0.073920717
1250,sample_1250,735,0.042772346,703,0.040910149,708,0.041201117,713,0.041492086,728,0.042364991,17184,0.250922,0,0.258530703,-0.042734665,-0.033028671
1251,sample_1251,1009,0.04187417,995,0.041293161,993,0.041210159,1021,0.042372178,990,0.041085657,24096,0.351215,0,0.168225416,-0.003374711,-0.032095058
1252,sample_1252,1319,0.041761651,1307,0.041381712,1316,0.041666667,1303,0.041255066,1333,0.042204914,31584,0.460736,0,0.156912474,0.005725235,0.015040441
1253,sample_1253,586,0.041809361,569,0.040596461,597,0.042594178,597,0.042594178,601,0.042879566,14016,0.204107,0,0.161709303,-0.07497059,0.110808269
1254,sample_1254,601,0.042879566,580,0.041381279,596,0.042522831,573,0.040881849,595,0.042451484,14016,0.204107,0,0.2693109,0.005680664,0.103441513
1255,sample_1255,1264,0.041017653,1299,0.042153427,1275,0.041374611,1274,0.04134216,1279,0.041504413,30816,0.449551,0,0.082108704,0.085029986,-0.015115065
1256,sample_1256,739,0.042412764,706,0.040518825,725,0.041609275,712,0.040863177,737,0.04229798,17424,0.254453,0,0.222377237,-0.082948863,0.009114565
1257,sample_1257,876,0.042050691,857,0.041138633,869,0.04171467,880,0.042242704,881,0.042290707,20832,0.303893,0,0.185973381,-0.019254663,0.019996875
1258,sample_1258,542,0.043263091,531,0.042385057,516,0.041187739,522,0.041666667,506,0.040389527,12528,0.182612,0,0.307871574,0.108833365,-0.034409968
1259,sample_1259,514,0.041028097,534,0.042624521,523,0.041746488,515,0.041107918,532,0.042464879,12528,0.182612,0,0.083158764,0.133441689,0.023282175
1260,sample_1260,962,0.040985003,983,0.041879686,998,0.042518746,967,0.041198023,970,0.041325835,23472,0.342233,0,0.078826001,0.056899233,0.103019694
1261,sample_1261,1021,0.041382944,1035,0.041950389,1023,0.041464008,1042,0.042234112,1015,0.041139754,24672,0.359852,0,0.118836138,0.064164948,-0.005884586
1262,sample_1262,1040,0.042153048,1047,0.04243677,1032,0.041828794,1044,0.042315175,1016,0.041180285,24672,0.359852,0,0.196264628,0.114147614,0.031780462
1263,sample_1263,486,0.040662651,489,0.040913655,518,0.043340027,518,0.043340027,492,0.041164659,11952,0.174164,0,0.046415705,-0.04237441,0.187818975
1264,sample_1264,1039,0.041467114,1030,0.041107918,1026,0.040948276,1035,0.041307471,1057,0.042185504,25056,0.365704,0,0.12729878,-0.02241103,-0.059135172
1265,sample_1265,501,0.042776639,493,0.042093579,489,0.041752049,492,0.042008197,492,0.042008197,11712,0.170687,0,0.258962331,0.07887979,0.023856394
1266,sample_1266,493,0.042093579,483,0.041239754,498,0.042520492,490,0.041837432,477,0.040727459,11712,0.170687,0,0.190285465,-0.008863005,0.10319998
1267,sample_1267,658,0.040557199,661,0.04074211,668,0.04117357,683,0.042098126,667,0.041111933,16224,0.2368,0,0.035813313,-0.060003036,-0.035872997
1268,sample_1268,1194,0.041047855,1207,0.041494774,1205,0.041426018,1224,0.042079208,1214,0.041735424,29088,0.424002,0,0.085145263,0.017344001,-0.009807166
1269,sample_1269,929,0.041355057,956,0.04255698,924,0.041132479,939,0.041800214,939,0.041800214,22464,0.327353,0,0.116032272,0.126500879,-0.040115784
1270,sample_1270,937,0.041711182,922,0.041043447,954,0.042467949,943,0.041978276,948,0.042200855,22464,0.327353,0,0.15183816,-0.029036348,0.097774777
1271,sample_1271,1101,0.041933272,1093,0.04162858,1110,0.042276051,1104,0.042047532,1097,0.041780926,26256,0.383057,0,0.174167745,0.031094454,0.077960887
1272,sample_1272,1071,0.041015625,1104,0.042279412,1102,0.042202819,1093,0.04185815,1095,0.041934743,26112,0.3807,0,0.081904786,0.097976751,0.070399445
1273,sample_1273,1234,0.041002127,1236,0.041068581,1251,0.041566986,1248,0.041467305,1235,0.041035354,30096,0.43922,0,0.08054761,-0.026453546,0.004748131
1274,sample_1274,419,0.040600775,430,0.041666667,423,0.040988372,441,0.042732558,421,0.040794574,10320,0.150501,0,0.04019457,0.035008392,-0.054995138
1275,sample_1275,1110,0.0410746,1125,0.041629663,1107,0.040963588,1114,0.041222617,1143,0.042295737,27024,0.393975,0,0.087834341,0.031205685,-0.057554164
1276,sample_1276,1170,0.042025862,1142,0.041020115,1154,0.041451149,1172,0.042097701,1148,0.041235632,27840,0.406191,0,0.183476983,-0.031434083,-0.007212243
1278,sample_1278,785,0.040682007,787,0.040785655,805,0.041718491,790,0.040941128,784,0.040630182,19296,0.281442,0,0.048361817,-0.055528203,0.020391418
1279,sample_1279,859,0.041618217,859,0.041618217,844,0.040891473,871,0.042199612,848,0.041085271,20640,0.300836,0,0.142491158,0.030029499,-0.06500022
1280,sample_1280,866,0.041957364,848,0.041085271,878,0.04253876,854,0.041375969,854,0.041375969,20640,0.300836,0,0.17659002,-0.024738329,0.105086184
1281,sample_1281,383,0.043365036,375,0.042459239,363,0.041100543,367,0.041553442,364,0.041213768,8832,0.129129,0,0.318121479,0.116456595,-0.043413167
1282,sample_1282,1153,0.041558535,1138,0.041017878,1143,0.041198097,1163,0.041918973,1136,0.04094579,27744,0.404587,0,0.136490567,-0.031663987,-0.033340538
1283,sample_1283,1368,0.041244573,1386,0.041787265,1387,0.041817414,1365,0.041154124,1377,0.041515919,33168,0.483421,0,0.104923897,0.047401586,0.030605511
1284,sample_1284,886,0.042142314,869,0.041333714,871,0.041428843,882,0.041952055,862,0.041000761,21024,0.306532,0,0.195185356,0.000792709,-0.009515413
1285,sample_1285,864,0.04109589,887,0.042189878,883,0.041999619,884,0.042047184,883,0.041999619,21024,0.306532,0,0.089974906,0.088775895,0.049418635
1286,sample_1286,580,0.042697291,557,0.041004122,555,0.04085689,548,0.040341578,558,0.041077739,13584,0.198165,0,0.250984409,-0.033077536,-0.068570939
1287,sample_1287,445,0.042332572,440,0.041856925,446,0.042427702,439,0.041761796,427,0.040620244,10512,0.153251,0,0.214314528,0.054560212,0.093619171
1288,sample_1288,440,0.041856925,432,0.04109589,436,0.041476408,457,0.043474125,439,0.041761796,10512,0.153251,0,0.166491596,-0.023647065,-0.004604242
1289,sample_1289,699,0.040791317,715,0.041725023,708,0.041316527,708,0.041316527,697,0.040674603,17136,0.249606,0,0.059352154,0.041005379,-0.021112379
1290,sample_1290,724,0.042250233,711,0.041491597,705,0.041141457,706,0.041199813,694,0.040499533,17136,0.249606,0,0.206035937,0.017017433,-0.039188789
1291,sample_1291,638,0.040647299,636,0.040519878,673,0.042877166,670,0.042686035,645,0.041093272,15696,0.229107,0,0.044872177,-0.082840646,0.140027481
1292,sample_1292,916,0.040776353,925,0.041176994,941,0.041889245,921,0.040998932,935,0.041622151,22464,0.327792,0,0.057847705,-0.015312475,0.038022201
1293,sample_1293,1240,0.041666667,1235,0.041498656,1234,0.041465054,1235,0.041498656,1222,0.041061828,29760,0.4343,0,0.147362424,0.017742875,-0.005776586
1294,sample_1294,1403,0.041815689,1413,0.042113734,1399,0.041696471,1416,0.042203147,1410,0.04202432,33552,0.489653,0,0.162345574,0.080950972,0.018117826
1295,sample_1295,1224,0.041329011,1233,0.041632901,1249,0.04217315,1215,0.041025122,1253,0.042308212,29616,0.431674,0,0.113413568,0.031538499,0.06733605
1296,sample_1296,568,0.040525114,565,0.040311073,587,0.041880708,598,0.042665525,598,0.042665525,14016,0.204085,0,0.032587387,-0.104298319,0.037140709
1297,sample_1297,591,0.042166096,570,0.040667808,579,0.041309932,586,0.041809361,601,0.042879566,14016,0.204085,0,0.197576502,-0.067638658,-0.02179334
1298,sample_1298,737,0.041385894,759,0.042621294,726,0.040768194,729,0.040936658,732,0.041105121,17808,0.259439,0,0.119132715,0.13311004,-0.077729058
1299,sample_1299,804,0.042191436,781,0.040984467,794,0.041666667,800,0.041981528,810,0.042506297,19056,0.277618,0,0.200124248,-0.035097438,0.015040441
1300,sample_1300,800,0.041981528,791,0.041509236,777,0.040774559,803,0.042138959,778,0.040827036,19056,0.277618,0,0.179019518,0.018830124,-0.077071844
1301,sample_1301,479,0.042284605,470,0.041490113,475,0.041931497,465,0.041048729,481,0.042461158,11328,0.165204,0,0.209491707,0.016864967,0.04238484
1302,sample_1302,1063,0.041942866,1056,0.041666667,1066,0.042061237,1051,0.041469381,1056,0.041666667,25344,0.369549,0,0.175132331,0.035008392,0.055780834
1303,sample_1303,599,0.04078159,624,0.04248366,624,0.04248366,597,0.040645425,617,0.042007081,14688,0.214395,0,0.058374262,0.118966204,0.099397019
1304,sample_1304,600,0.040849673,609,0.041462418,610,0.041530501,605,0.041190087,619,0.042143246,14688,0.214395,0,0.065219506,0.01401894,0.000981011
1305,sample_1305,585,0.04076087,578,0.040273133,583,0.040621516,606,0.04222408,592,0.041248606,14352,0.209624,0,0.056290928,-0.108197239,-0.092873912
1306,sample_1306,618,0.043060201,607,0.042293757,618,0.043060201,599,0.041736343,581,0.040482163,14352,0.209624,0,0.287472418,0.099450927,0.158926244
1307,sample_1307,1229,0.041632791,1214,0.041124661,1215,0.041158537,1228,0.041598916,1244,0.042140921,29520,0.430794,0,0.143956498,-0.020690448,-0.037425236
1308,sample_1308,810,0.042399497,803,0.042033082,789,0.041300251,804,0.042085427,781,0.040881491,19104,0.278316,0,0.221043383,0.072662838,-0.022792849
1309,sample_1309,773,0.041398886,791,0.042362896,791,0.042362896,796,0.042630677,792,0.042416452,18672,0.272424,0,0.120438974,0.106555988,0.086927859
1310,sample_1310,787,0.042148672,758,0.040595544,777,0.041613111,766,0.041023993,795,0.042577121,18672,0.272424,0,0.195824634,-0.075064831,0.009510639
1311,sample_1311,587,0.042462384,575,0.041594329,579,0.041883681,573,0.041449653,580,0.041956019,13824,0.2015,0,0.227366203,0.027574628,0.037447657
1312,sample_1312,500,0.042344173,476,0.040311653,488,0.041327913,479,0.040565718,484,0.04098916,11808,0.172269,0,0.215480941,-0.10423871,-0.019936677
1313,sample_1313,493,0.041751355,474,0.040142276,477,0.040396341,490,0.04149729,509,0.043106369,11808,0.172269,0,0.155877238,-0.121644597,-0.116123752
1314,sample_1314,510,0.042162698,514,0.042493386,496,0.041005291,507,0.041914683,498,0.041170635,12096,0.176266,0,0.19723491,0.119965702,-0.053248218
1315,sample_1315,524,0.043320106,518,0.042824074,500,0.041335979,494,0.040839947,515,0.042576058,12096,0.176266,0,0.313604044,0.153948625,-0.019103889
1316,sample_1316,499,0.040928478,512,0.041994751,523,0.042896982,507,0.041584646,505,0.041420604,12192,0.177526,0,0.07314274,0.068723734,0.142073477
1317,sample_1317,788,0.040939318,819,0.042549875,785,0.040783458,816,0.042394015,822,0.042705736,19248,0.280758,0,0.074232694,0.125770765,-0.076153018
1318,sample_1318,787,0.040887365,795,0.041302993,816,0.042394015,815,0.042342062,799,0.041510806,19248,0.280758,0,0.069009141,-0.002364349,0.090140936
1319,sample_1319,536,0.043114543,523,0.042068855,499,0.040138353,508,0.040862291,535,0.043034106,12432,0.181539,0,0.292936167,0.076338975,-0.142761731
