Supplementary_Table1:  Summary of population data (MS+Seq-Gen+ART),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,sample,chr13_count,chr13_prob,chr18_count,chr18_prob,chr21_count,chr21_prob,chrX_count,chrX_prob,chrY_count,chrY_prob,total,coverage,trisomy,Z_score_CHR13,Z_score_CHR18,Z_score_CHR21
1175,sample_1175,733,0.042655959,727,0.042306797,702,0.040851955,703,0.040910149,708,0.041201117,17184,0.250725,0,0.251622512,0.099031041,-0.086379242
1176,sample_1176,896,0.040756914,917,0.041712154,902,0.04102984,934,0.042485444,907,0.041257278,21984,0.320403,0,0.058551659,0.037095542,-0.067777906
1177,sample_1177,928,0.041222459,940,0.041755508,950,0.042199716,945,0.041977612,930,0.041311301,22512,0.328028,0,0.105882384,0.0416111,0.054555653
1178,sample_1178,1278,0.041666667,1283,0.041829682,1280,0.041731873,1264,0.041210224,1265,0.041242827,30672,0.447399,0,0.151043785,0.049336714,0.005633454
1179,sample_1179,651,0.042783912,634,0.041666667,647,0.04252103,649,0.042652471,634,0.041666667,15216,0.221649,0,0.264631118,0.032357741,0.088155442
1180,sample_1180,1269,0.04124415,1262,0.041016641,1280,0.041601664,1287,0.041829173,1295,0.042089184,30768,0.448551,0,0.108087613,-0.035346249,-0.007982425
1181,sample_1181,715,0.042804119,707,0.042325192,692,0.041427203,690,0.041307471,690,0.041307471,16704,0.243639,0,0.26668552,0.10094694,-0.026225759
1182,sample_1182,1111,0.041855033,1099,0.041402954,1092,0.041139241,1124,0.042344786,1117,0.042081073,26544,0.38691,0,0.170194505,0.004890489,-0.056337916
1183,sample_1183,1136,0.041520468,1123,0.041045322,1155,0.042214912,1134,0.041447368,1151,0.042068713,27360,0.398741,0,0.136180138,-0.032358959,0.056144754
1184,sample_1184,767,0.04194007,781,0.042705599,759,0.041502625,745,0.040737095,750,0.041010499,18288,0.266869,0,0.178839975,0.140568618,-0.018338945
1185,sample_1185,1002,0.04109252,1033,0.042363845,1028,0.042158793,1033,0.042363845,1031,0.042281824,24384,0.355678,0,0.092671786,0.104972935,0.050276341
1186,sample_1186,648,0.042993631,620,0.041135881,625,0.041467622,645,0.042794586,638,0.042330149,15072,0.21991,0,0.285952681,-0.022926663,-0.021999155
1187,sample_1187,1274,0.041929963,1254,0.041271722,1274,0.041929963,1280,0.042127435,1277,0.042028699,30384,0.443347,0,0.177812438,-0.008778048,0.026347709
1188,sample_1188,579,0.040342809,602,0.041945373,611,0.042572464,587,0.040900223,585,0.04076087,14352,0.209482,0,0.016450728,0.061386675,0.093533804
1189,sample_1189,590,0.041109253,578,0.040273133,614,0.042781494,610,0.042502787,609,0.04243311,14352,0.209482,0,0.094373024,-0.112786932,0.115392018
1192,sample_1192,427,0.042160348,418,0.041271722,416,0.04107425,426,0.042061611,408,0.04028436,10128,0.147824,0,0.201235009,-0.008778048,-0.063133995
1193,sample_1193,421,0.04156793,434,0.042851501,432,0.042654028,420,0.041469194,432,0.042654028,10128,0.147824,0,0.14100554,0.155765107,0.102062997
1194,sample_1194,993,0.041292415,994,0.041333999,984,0.040918164,988,0.041084498,998,0.041500333,24048,0.350783,0,0.112994629,-0.002291567,-0.079455854
1195,sample_1195,963,0.040943878,997,0.042389456,987,0.041964286,992,0.042176871,971,0.041284014,23520,0.342679,0,0.077559735,0.107640431,0.02993681
1196,sample_1196,548,0.040484634,571,0.042183806,559,0.041297281,583,0.043070331,571,0.042183806,13536,0.197306,0,0.030869619,0.086220826,-0.039811636
1197,sample_1197,675,0.041852679,687,0.042596726,674,0.041790675,668,0.041418651,660,0.040922619,16128,0.235261,0,0.169955121,0.12922885,0.011782349
1198,sample_1198,351,0.040851955,364,0.042364991,344,0.040037244,341,0.039688082,353,0.04108473,8592,0.125634,0,0.068214244,0.10509225,-0.171573361
1199,sample_1199,363,0.042248603,366,0.042597765,344,0.040037244,352,0.040968343,353,0.04108473,8592,0.125634,0,0.210207742,0.129337086,-0.171573361
1200,sample_1200,680,0.042799597,669,0.042107251,663,0.041729607,668,0.04204431,649,0.040848439,15888,0.231848,0,0.266225821,0.078247136,0.005396555
1201,sample_1201,646,0.040659617,682,0.042925478,659,0.041477845,682,0.042925478,680,0.042799597,15888,0.231848,0,0.048659752,0.1634703,-0.020930156
1202,sample_1202,735,0.040724734,757,0.041943706,734,0.040669326,757,0.041943706,751,0.041611259,18048,0.263496,0,0.055279996,0.061212965,-0.105476708
1203,sample_1203,740,0.041001773,732,0.040558511,748,0.041445035,736,0.040780142,756,0.041888298,18048,0.263496,0,0.083445816,-0.083063156,-0.024361031
1204,sample_1204,495,0.040126459,496,0.040207523,530,0.042963684,526,0.042639429,504,0.040856031,12336,0.17972,0,-0.005545024,-0.119620592,0.134443535
1205,sample_1205,988,0.041751183,1000,0.042258283,1006,0.042511832,989,0.041793442,992,0.041920216,23664,0.344962,0,0.159636359,0.093977984,0.087193592
1207,sample_1207,702,0.042025862,706,0.042265326,716,0.042863985,685,0.041008142,696,0.041666667,16704,0.243737,0,0.187562227,0.094711558,0.124018057
1208,sample_1208,269,0.039189977,272,0.03962704,269,0.039189977,282,0.041083916,293,0.04268648,6864,0.100389,0,-0.100754708,-0.18008128,-0.26017184
1209,sample_1209,300,0.043706294,266,0.038752914,284,0.041375291,289,0.04210373,268,0.039044289,6864,0.100389,0,0.35840725,-0.271126575,-0.031654149
1210,sample_1210,1169,0.042281539,1167,0.042209201,1158,0.041883681,1132,0.040943287,1134,0.041015625,27648,0.402985,0,0.213556258,0.088865888,0.021507953
1211,sample_1211,949,0.041103604,960,0.041580042,946,0.040973666,945,0.040930353,959,0.041536729,23088,0.336926,0,0.093798658,0.023335234,-0.073651995
1212,sample_1212,401,0.041770833,417,0.0434375,399,0.0415625,392,0.040833333,410,0.042708333,9600,0.140037,0,0.161634133,0.216800333,-0.0120778
1213,sample_1213,381,0.0396875,398,0.041458333,407,0.042395833,415,0.043229167,397,0.041354167,9600,0.140037,0,-0.050172834,0.010658612,0.075063613
1214,sample_1214,570,0.042870036,560,0.04211793,536,0.040312876,543,0.04083935,557,0.041892298,13296,0.193667,0,0.27338716,0.079359463,-0.142750596
1215,sample_1215,466,0.041137006,489,0.043167373,463,0.040872175,463,0.040872175,460,0.040607345,11328,0.164865,0,0.097194556,0.188665023,-0.08426486
1216,sample_1216,1241,0.041835221,1219,0.041093581,1226,0.041329558,1243,0.041902643,1217,0.04102616,29664,0.432537,0,0.168180271,-0.027332419,-0.036436504
1217,sample_1217,362,0.041437729,365,0.041781136,355,0.040636447,353,0.040407509,365,0.041781136,8736,0.127466,0,0.127768294,0.044280339,-0.108914892
1218,sample_1218,365,0.041781136,354,0.040521978,354,0.040521978,375,0.042925824,347,0.039720696,8736,0.127466,0,0.16268153,-0.086868241,-0.120884866
1219,sample_1219,653,0.041858974,665,0.042628205,631,0.040448718,655,0.041987179,642,0.041153846,15600,0.227163,0,0.170595197,0.132507565,-0.12854565
1222,sample_1222,459,0.042689732,440,0.040922619,438,0.040736607,441,0.041015625,464,0.043154762,10752,0.157052,0,0.255056135,-0.045139147,-0.098441165
1223,sample_1223,453,0.042131696,432,0.040178571,444,0.041294643,433,0.040271577,446,0.041480655,10752,0.157052,0,0.198322126,-0.122636035,-0.04008754
1224,sample_1224,1157,0.042140152,1161,0.042285839,1132,0.041229604,1131,0.041193182,1139,0.041484557,27456,0.400089,0,0.199181732,0.096848158,-0.046888662
1225,sample_1225,812,0.042397661,795,0.041510025,797,0.041614453,783,0.040883459,778,0.040622389,19152,0.279346,0,0.225362019,0.016042606,-0.006645112
1226,sample_1226,663,0.04135479,688,0.042914172,672,0.041916168,670,0.041791417,659,0.041105289,16032,0.23369,0,0.119336155,0.162292642,0.02490512
1227,sample_1227,932,0.040791317,960,0.042016807,962,0.042104342,952,0.041666667,942,0.041228992,22848,0.333098,0,0.062049261,0.068826864,0.044582426
1228,sample_1228,687,0.040892857,704,0.041904762,693,0.04125,685,0.04077381,687,0.040892857,16800,0.244683,0,0.072372625,0.057156745,-0.04475583
1229,sample_1229,972,0.041075051,968,0.040906018,970,0.040990534,997,0.042131508,994,0.042004733,23664,0.345244,0,0.090895761,-0.046868287,-0.071888095
1230,sample_1230,580,0.042697291,570,0.041961131,547,0.040267962,559,0.041151355,568,0.041813899,13584,0.198336,0,0.255824617,0.063027887,-0.147447212
1231,sample_1231,1419,0.041992188,1390,0.041133996,1422,0.042080966,1393,0.041222775,1401,0.041459517,33792,0.493153,0,0.184138623,-0.023122986,0.042138022
1232,sample_1232,336,0.040462428,347,0.041787091,357,0.042991329,353,0.042509634,358,0.043111753,8304,0.120835,0,0.028612012,0.044900589,0.137334464
1233,sample_1233,334,0.04022158,345,0.041546243,330,0.039739884,350,0.042148362,339,0.040823699,8304,0.120835,0,0.004125657,0.019814892,-0.202668159
1234,sample_1234,1395,0.04128196,1392,0.041193182,1414,0.041844223,1399,0.041400331,1393,0.041222775,33792,0.492976,0,0.111931703,-0.016958461,0.017381939
1235,sample_1235,1167,0.041068412,1195,0.042053773,1200,0.04222973,1201,0.042264921,1182,0.041596284,28416,0.414619,0,0.090220838,0.072677067,0.05769421
1238,sample_1238,958,0.04184137,960,0.041928721,956,0.041754018,964,0.042103424,964,0.042103424,22896,0.33402,0,0.168805375,0.059652242,0.007949197
1239,sample_1239,1009,0.041543149,1007,0.041460804,1032,0.042490119,1019,0.041954875,1012,0.041666667,24288,0.354559,0,0.138486059,0.010915914,0.084922992
1240,sample_1240,1211,0.042118809,1201,0.041771007,1192,0.041457986,1191,0.041423205,1199,0.041701447,28752,0.419445,0,0.197011908,0.043225418,-0.023006846
1241,sample_1241,1372,0.041186359,1401,0.042056916,1390,0.041726705,1400,0.042026897,1385,0.041576609,33312,0.485552,0,0.102212207,0.073004523,0.005093077
1242,sample_1242,937,0.042161627,923,0.041531677,931,0.041891649,930,0.041846652,924,0.041576674,22224,0.324059,0,0.201365095,0.01829783,0.022341176
1243,sample_1243,1416,0.041549296,1420,0.041666667,1427,0.041872066,1434,0.042077465,1404,0.041197183,34080,0.497208,0,0.139110998,0.032357741,0.020293394
1244,sample_1244,1026,0.041748047,1027,0.041788737,1011,0.041137695,1032,0.041992188,1013,0.041219076,24576,0.358104,0,0.159317494,0.045072074,-0.056499497
1245,sample_1245,383,0.040918803,393,0.041987179,390,0.041666667,371,0.039636752,407,0.043482906,9360,0.136557,0,0.075010514,0.065741015,-0.001185123
1246,sample_1246,385,0.042438272,359,0.03957231,391,0.043099647,389,0.042879189,379,0.041776896,9072,0.132381,0,0.22949081,-0.185781647,0.148661222
1247,sample_1247,385,0.042438272,391,0.043099647,371,0.040895062,359,0.03957231,361,0.039792769,9072,0.132381,0,0.22949081,0.181611006,-0.081871617
1248,sample_1248,413,0.041971545,417,0.042378049,409,0.041565041,418,0.042479675,408,0.041463415,9840,0.143484,0,0.182039926,0.106452326,-0.011812125
1249,sample_1249,864,0.04109589,874,0.041571537,885,0.042094749,891,0.042380137,894,0.042522831,21024,0.306342,0,0.093014479,0.022449463,0.043579301
1250,sample_1250,863,0.041048326,869,0.041333714,889,0.042285008,896,0.04261796,861,0.040953196,21024,0.306342,0,0.088178703,-0.002321232,0.063474601
1251,sample_1251,810,0.041666667,830,0.042695473,814,0.041872428,817,0.042026749,820,0.04218107,19440,0.283677,0,0.151043785,0.139513931,0.020331275
1252,sample_1252,1381,0.041456532,1390,0.041726705,1369,0.041096302,1379,0.041396494,1405,0.042176993,33312,0.485646,0,0.12967997,0.038611092,-0.060828021
1253,sample_1253,479,0.040076975,492,0.041164659,511,0.042754351,497,0.041582999,497,0.041582999,11952,0.173963,0,-0.01057599,-0.019929316,0.112553669
1254,sample_1254,979,0.041880561,972,0.041581109,976,0.041752225,978,0.041837782,972,0.041581109,23376,0.341013,0,0.17278988,0.023446394,0.007761634
1255,sample_1255,719,0.040593948,730,0.041214995,748,0.042231256,723,0.040819783,756,0.042682927,17712,0.258316,0,0.041983287,-0.014686441,0.057853775
1256,sample_1256,628,0.042616721,599,0.040648751,599,0.040648751,622,0.042209555,599,0.040648751,14736,0.215175,0,0.247633281,-0.07366406,-0.107628217
1257,sample_1257,620,0.042073833,602,0.040852334,598,0.04058089,612,0.041530945,601,0.040784473,14736,0.215175,0,0.192439283,-0.0524597,-0.114724424
1258,sample_1258,1078,0.04135973,1104,0.042357274,1100,0.042203806,1068,0.040976059,1085,0.0416283,26064,0.379877,0,0.119838338,0.104288553,0.054983375
1259,sample_1259,1044,0.042397661,1023,0.041544834,1021,0.041463613,1021,0.041463613,1042,0.042316439,24624,0.358823,0,0.225362019,0.019668192,-0.022418411
1260,sample_1260,878,0.041197447,903,0.042370495,899,0.042182808,901,0.042276652,872,0.040915916,21312,0.310711,0,0.103339513,0.105665607,0.052787599
1261,sample_1261,913,0.041712354,908,0.041483918,905,0.041346857,905,0.041346857,926,0.042306287,21888,0.319029,0,0.155688674,0.013323417,-0.034627551
1262,sample_1262,515,0.041910807,499,0.040608724,492,0.040039063,509,0.041422526,531,0.043212891,12288,0.179052,0,0.175864914,-0.077833147,-0.171383196
1263,sample_1263,520,0.042317708,506,0.041178385,500,0.040690104,504,0.041015625,498,0.040527344,12288,0.179052,0,0.217233462,-0.018499592,-0.103303967
1264,sample_1264,578,0.041957027,583,0.042319977,588,0.042682927,571,0.041448897,554,0.040214866,13776,0.200593,0,0.18056392,0.100403788,0.105084893
1265,sample_1265,1282,0.042060367,1254,0.041141732,1290,0.042322835,1255,0.041174541,1269,0.041633858,30480,0.444477,0,0.191070298,-0.022317229,0.067430163
1266,sample_1266,558,0.042582418,558,0.042582418,552,0.042124542,566,0.043192918,559,0.04265873,13104,0.191275,0,0.244145749,0.127738525,0.046694774
1267,sample_1267,276,0.039655172,303,0.043534483,276,0.039655172,299,0.04295977,276,0.039655172,6960,0.101378,0,-0.053459494,0.226901652,-0.211526465
1268,sample_1268,305,0.043821839,281,0.040373563,306,0.043965517,286,0.041091954,309,0.044396552,6960,0.101378,0,0.370154441,-0.102326506,0.239204982
1269,sample_1269,303,0.041804636,288,0.039735099,315,0.043460265,295,0.040700883,287,0.03959713,7248,0.105496,0,0.165070736,-0.168826233,0.186370898
1270,sample_1270,291,0.040149007,315,0.043460265,304,0.041942605,293,0.040424945,314,0.043322296,7248,0.105496,0,-0.003252682,0.21917143,0.027669649
1271,sample_1271,1007,0.042382155,1010,0.042508418,1005,0.04229798,994,0.041835017,1004,0.042255892,23760,0.346741,0,0.223785572,0.120030987,0.064831099
1272,sample_1272,487,0.042451185,493,0.042974198,488,0.042538354,467,0.04070781,495,0.043148536,11472,0.167563,0,0.230803731,0.16854474,0.089966983
1273,sample_1273,480,0.041841004,492,0.042887029,486,0.042364017,469,0.040882148,474,0.041317992,11472,0.167563,0,0.168768217,0.159465607,0.071736561
1274,sample_1274,997,0.04187668,980,0.041162634,974,0.040910618,984,0.041330645,1008,0.04233871,23808,0.347054,0,0.172395294,-0.020140151,-0.080244873
1275,sample_1275,804,0.042620865,789,0.0418257,796,0.042196777,784,0.041560645,791,0.041931722,18864,0.275068,0,0.24805461,0.048921961,0.054248346
1276,sample_1276,318,0.044463087,300,0.041946309,283,0.039569351,295,0.041247204,283,0.039569351,7152,0.104159,0,0.435348439,0.061484088,-0.22050076
1277,sample_1277,308,0.043064877,297,0.041526846,314,0.043903803,318,0.044463087,291,0.040687919,7152,0.104159,0,0.293196112,0.017794567,0.232751556
1278,sample_1278,310,0.043344519,289,0.040408277,292,0.04082774,296,0.041387025,290,0.040548098,7152,0.104159,0,0.321626577,-0.098710821,-0.088911378
1279,sample_1279,714,0.04109116,704,0.040515654,719,0.041378913,716,0.041206262,715,0.041148711,17376,0.253514,0,0.092533573,-0.087526948,-0.03127539
1280,sample_1280,488,0.043079096,490,0.04325565,467,0.041225282,457,0.040342514,467,0.041225282,11328,0.16528,0,0.294641729,0.197859569,-0.047340533
1281,sample_1281,838,0.042271994,844,0.042574657,830,0.041868442,815,0.041111784,843,0.042524213,19824,0.289396,0,0.212585761,0.126930214,0.019914493
1282,sample_1282,1061,0.042023131,1054,0.041745881,1066,0.042221166,1061,0.042023131,1060,0.041983523,25248,0.368467,0,0.187284521,0.04060836,0.056798707
1283,sample_1283,915,0.042361111,886,0.041018519,901,0.041712963,908,0.042037037,905,0.041898148,21600,0.315356,0,0.221646107,-0.035150659,0.003656066
1284,sample_1284,892,0.041296296,899,0.04162037,886,0.041018519,893,0.041342593,893,0.041342593,21600,0.315356,0,0.113389213,0.027535712,-0.068961778
1285,sample_1285,1417,0.041637283,1425,0.041872355,1416,0.041607898,1435,0.042166197,1400,0.041137753,34032,0.496281,0,0.14805638,0.053781422,-0.007330498
1286,sample_1286,1078,0.042294413,1057,0.041470496,1070,0.04198054,1044,0.040960452,1080,0.042372881,25488,0.371417,0,0.214865093,0.011925416,0.031636501
1287,sample_1287,1131,0.041049652,1160,0.042102207,1130,0.041013357,1159,0.042065912,1141,0.041412602,27552,0.402094,0,0.088313498,0.077721772,-0.069501562
1288,sample_1288,499,0.040293928,525,0.042393411,504,0.040697674,510,0.041182171,526,0.04247416,12384,0.180841,0,0.011481054,0.108052375,-0.102512348
1289,sample_1289,451,0.043298771,424,0.040706605,426,0.040898618,447,0.042914747,418,0.040130568,10416,0.15192,0,0.316975511,-0.067638244,-0.08149979
1290,sample_1290,1380,0.041970803,1380,0.041970803,1374,0.041788321,1372,0.041727494,1374,0.041788321,32880,0.479513,0,0.18196451,0.0640353,0.011536251
1291,sample_1291,1038,0.041190476,1034,0.041031746,1066,0.042301587,1037,0.041150794,1054,0.041825397,25200,0.367453,0,0.102630764,-0.033772937,0.065208334
1292,sample_1292,1304,0.042053664,1302,0.041989164,1272,0.041021672,1289,0.041569917,1297,0.041827915,31008,0.451951,0,0.190388732,0.065947723,-0.068632037
1293,sample_1293,951,0.041276042,952,0.041319444,947,0.041102431,978,0.042447917,979,0.042491319,23040,0.336026,0,0.111329978,-0.003807474,-0.060187122
1294,sample_1294,711,0.041145833,719,0.041608796,740,0.042824074,734,0.042476852,703,0.04068287,17280,0.251981,0,0.098092043,0.026330205,0.119844617
1295,sample_1295,1253,0.04150106,1269,0.042031002,1273,0.042163487,1275,0.04222973,1272,0.042130366,30192,0.440166,0,0.134206983,0.070305342,0.05076723
1296,sample_1296,467,0.04304941,452,0.041666667,471,0.043418142,467,0.04304941,459,0.042311947,10848,0.158036,0,0.29162363,0.032357741,0.181966077
1297,sample_1297,458,0.042219764,448,0.041297935,472,0.043510324,435,0.040099558,444,0.040929204,10848,0.158036,0,0.207275723,-0.006047797,0.191605614
1298,sample_1298,631,0.041339099,654,0.042845912,634,0.041535639,642,0.042059748,649,0.042518344,15264,0.22263,0,0.117740802,0.155182997,-0.014886603
1300,sample_1300,1318,0.041290727,1342,0.042042607,1349,0.042261905,1347,0.042199248,1320,0.041353383,31920,0.465778,0,0.112822979,0.071514063,0.061058743
1301,sample_1301,782,0.041454623,779,0.041295589,792,0.041984733,784,0.041560645,792,0.041984733,18864,0.274948,0,0.129485824,-0.006292107,0.032074958
1302,sample_1302,424,0.043729373,415,0.042801155,396,0.040841584,420,0.043316832,385,0.039707096,9696,0.14146,0,0.360753654,0.150521312,-0.08746375
1303,sample_1303,553,0.041293309,548,0.040919952,552,0.041218638,549,0.040994624,550,0.041069295,13392,0.195231,0,0.113085547,-0.045416914,-0.048035345
1304,sample_1304,558,0.041666667,578,0.043160096,576,0.043010753,562,0.041965352,561,0.041890681,13392,0.195231,0,0.151043785,0.187907049,0.139365543
